Customer_ID,Age,Income,Spending_Score,Gender,Education_Level,Marital_Status,Occupation,Home_Ownership,Location,Number_of_Children,Number_of_Vehicles,Preferred_Channel,Membership_Level,Preferred_Brand,Annual_Spending
8136,32.43932453,58338.18139,21,Male,High School,Single,Craftsman,Mortgage,Rural,0,0,Both,Premium,Brand_C,4534.334649
8137,30.89114318,72711.49008,86,Male,Bachelor,Single,Sales,Rent,Rural,4,2,Both,Basic,Brand_B,6260.912453
8138,40.26351251,33953.94235,96,Male,PhD,Divorced,Professional,Mortgage,Urban,3,0,In-store,VIP,Brand_A,4290.875485
8139,38.66703784,51833.0233,49,Female,Master,Single,Craftsman,Mortgage,Rural,3,0,Online,VIP,Brand_A,6381.884039
8140,36.86657034,20170.33372,9,Male,PhD,Married,Executive,Rent,Rural,0,0,In-store,VIP,Brand_C,6402.480866
8141,63.97909697,77465.47105,83,Male,PhD,Single,Others,Mortgage,Rural,0,2,In-store,Basic,Brand_A,2250.703877
8142,28.55587895,23138.47738,88,Male,Bachelor,Divorced,Executive,Own,Rural,3,2,In-store,Premium,Brand_A,5614.952893
8143,19.030918,113337.4791,92,Male,High School,Single,Craftsman,Mortgage,Urban,2,0,In-store,Premium,Brand_A,3630.917053
8144,27.61819426,38887.53001,27,Female,High School,Divorced,Service,Mortgage,Urban,4,2,Both,VIP,Brand_C,6740.035104
8145,26.96160267,25464.80353,63,Female,High School,Single,Clerical,Mortgage,Suburban,2,0,Both,Premium,Brand_C,6988.081269
8146,29.5977146,76272.63697,55,Male,Bachelor,Married,Service,Mortgage,Rural,1,2,Both,VIP,Brand_C,5264.012203
8147,28.96284199,38747.06041,26,Male,Bachelor,Divorced,Technician,Rent,Urban,1,2,Online,Basic,Brand_B,6706.816412
8148,48.91368395,80081.10856,57,Male,Bachelor,Divorced,Professional,Own,Rural,3,0,Both,VIP,Brand_B,4662.349613
8149,39.45741312,74482.17768,61,Male,Master,Divorced,Sales,Mortgage,Urban,1,2,Online,VIP,Brand_A,3535.635678
8150,30.49121524,49773.49187,15,Female,High School,Divorced,Clerical,Mortgage,Rural,0,2,In-store,VIP,Brand_C,5741.979223
8151,45.10610812,48968.19,35,Male,High School,Single,Others,Own,Urban,0,0,In-store,Premium,Brand_B,1400.145844
8152,32.67214801,52634.916,96,Male,PhD,Married,Craftsman,Mortgage,Suburban,0,2,Both,VIP,Brand_B,3951.726475
8153,18.94825301,67238.2413,23,Male,PhD,Married,Craftsman,Rent,Rural,1,0,Both,Basic,Brand_B,7550.085986
8154,54.67842782,35122.38963,49,Male,Bachelor,Single,Craftsman,Mortgage,Suburban,1,1,Both,Premium,Brand_B,3894.098292
8155,49.16013305,66126.42351,54,Female,High School,Single,Technician,Mortgage,Suburban,3,2,Both,VIP,Brand_B,7656.956276
8156,30.84018981,59512.41744,53,Female,PhD,Divorced,Executive,Own,Rural,3,2,In-store,Premium,Brand_C,4840.180104
8157,37.57501373,71473.78432,68,Male,High School,Single,Clerical,Mortgage,Suburban,1,0,In-store,Premium,Brand_A,5145.20575
8158,33.66892969,54133.89898,70,Male,Master,Married,Service,Rent,Urban,0,2,Both,Premium,Brand_C,10646.58236
8159,21.25731503,31739.50556,87,Female,Master,Married,Technician,Own,Suburban,0,2,Online,Premium,Brand_C,5137.728832
8160,28.84508793,46719.10197,8,Female,PhD,Divorced,Others,Mortgage,Urban,3,1,Both,Premium,Brand_A,5237.989804
8161,29.68530345,53173.14346,56,Male,Master,Married,Executive,Mortgage,Suburban,4,2,In-store,VIP,Brand_C,4482.403354
8162,38.02794559,35386.88468,30,Male,PhD,Single,Service,Rent,Suburban,4,2,In-store,VIP,Brand_B,8127.428455
8163,18.42648202,57621.50442,48,Female,Master,Single,Clerical,Rent,Suburban,2,2,Both,Premium,Brand_A,7508.772755
8164,49.08501545,25646.66004,99,Female,Master,Divorced,Sales,Rent,Rural,4,2,Online,VIP,Brand_C,4165.371656
8165,26.12646624,81971.78148,90,Female,High School,Married,Executive,Own,Rural,0,1,Online,VIP,Brand_B,6445.588031
8166,51.54820888,72228.57178,91,Female,High School,Divorced,Others,Mortgage,Rural,4,2,Both,VIP,Brand_B,8773.898807
8167,41.42847185,21066.31799,42,Female,Bachelor,Married,Clerical,Mortgage,Rural,2,2,Both,Basic,Brand_B,4467.255425
8168,43.73286877,23151.50974,48,Male,Master,Single,Sales,Mortgage,Rural,0,2,Online,Premium,Brand_C,2726.978746
8169,38.61751095,67162.84803,46,Male,High School,Divorced,Professional,Rent,Rural,2,2,Both,Basic,Brand_C,7866.238763
8170,32.27698188,45527.74152,25,Male,High School,Single,Technician,Mortgage,Rural,0,0,Online,Basic,Brand_B,3903.078478
8171,40.95071156,63283.57094,29,Female,High School,Single,Craftsman,Rent,Suburban,0,0,In-store,Basic,Brand_B,7035.040719
8172,34.94509096,49306.05443,27,Male,Bachelor,Married,Craftsman,Own,Urban,2,2,Online,Basic,Brand_C,8491.220703
8173,36.73693108,56435.94472,46,Male,Bachelor,Divorced,Others,Mortgage,Suburban,4,0,In-store,Premium,Brand_B,5946.272047
8174,35.99410379,73880.10672,96,Female,Master,Married,Professional,Own,Rural,0,1,In-store,Basic,Brand_C,5631.627003
8175,44.71271049,41757.59101,97,Female,High School,Married,Professional,Mortgage,Urban,1,1,Both,Basic,Brand_C,4693.216332
8176,47.02750761,44041.72752,68,Male,Bachelor,Married,Others,Rent,Rural,2,2,Both,VIP,Brand_A,4934.875551
8177,42.32561685,69125.05152,46,Female,PhD,Married,Service,Own,Urban,1,2,In-store,VIP,Brand_A,6607.825794
8178,26.64800302,44661.37787,47,Male,PhD,Divorced,Professional,Own,Urban,2,1,In-store,Basic,Brand_A,2534.895675
8179,28.26420221,61447.41391,51,Male,High School,Married,Technician,Own,Suburban,3,0,In-store,Premium,Brand_A,3609.056383
8180,40.08365695,39784.412,41,Female,Bachelor,Married,Professional,Rent,Suburban,2,0,Online,VIP,Brand_B,7656.040728
8181,37.96802666,13396.51098,93,Male,Bachelor,Divorced,Craftsman,Own,Suburban,4,2,Online,Basic,Brand_C,4477.607839
8182,43.61433415,69322.37494,16,Male,High School,Divorced,Clerical,Own,Rural,2,0,Both,VIP,Brand_A,6026.781028
8183,32.59639972,66763.93644,47,Female,Master,Divorced,Executive,Mortgage,Rural,4,0,In-store,VIP,Brand_B,8593.115203
8184,23.91233356,89000.31547,43,Female,High School,Married,Technician,Mortgage,Suburban,3,0,Online,Basic,Brand_B,5641.975652
8185,33.83061055,104812.8308,27,Female,Bachelor,Divorced,Clerical,Rent,Suburban,0,0,In-store,Premium,Brand_A,4570.325004
8186,43.359657,84778.74442,88,Female,High School,Single,Others,Mortgage,Rural,4,1,In-store,VIP,Brand_C,2234.102981
8187,42.25174423,52230.3331,4,Female,Master,Single,Others,Rent,Urban,1,2,Both,VIP,Brand_C,2696.428513
8188,23.46819214,67367.76464,18,Male,Master,Married,Others,Own,Rural,2,0,In-store,Basic,Brand_C,5052.556658
8189,23.24775795,50625.82967,90,Male,Master,Divorced,Sales,Own,Suburban,4,2,Both,VIP,Brand_A,5347.593532
8190,33.14516082,81518.74354,57,Male,Bachelor,Married,Executive,Rent,Rural,4,2,In-store,VIP,Brand_A,7572.690118
8191,38.43254527,66961.07837,99,Female,Master,Single,Others,Rent,Suburban,0,2,Online,Basic,Brand_A,5160.399427
8192,38.1308273,35031.63098,62,Male,High School,Divorced,Craftsman,Rent,Rural,3,2,In-store,Premium,Brand_C,2476.051317
8193,33.20696877,70963.8862,3,Female,Bachelor,Single,Professional,Rent,Suburban,3,2,Online,VIP,Brand_A,3710.127755
8194,27.58583479,46013.16225,39,Female,PhD,Single,Service,Rent,Suburban,4,0,Online,Basic,Brand_A,6352.909536
8195,49.66831708,54882.59121,30,Male,High School,Divorced,Service,Rent,Urban,3,2,In-store,Premium,Brand_B,5543.957095
8196,17.31657878,66662.15702,3,Male,High School,Divorced,Sales,Mortgage,Urban,3,2,In-store,Premium,Brand_A,7035.237488
8197,24.38708499,63010.50325,71,Male,PhD,Divorced,Clerical,Rent,Suburban,2,1,In-store,Basic,Brand_A,4922.319281
8198,27.87510146,62878.01958,86,Female,Master,Single,Executive,Own,Rural,3,0,In-store,VIP,Brand_C,6033.543537
8199,27.71707674,53462.34011,63,Male,High School,Divorced,Sales,Rent,Suburban,0,1,Online,VIP,Brand_B,3512.86965
8200,40.65586695,69173.77687,82,Male,High School,Single,Craftsman,Rent,Suburban,0,0,In-store,Basic,Brand_B,3722.045882
8201,27.95684161,9304.227433,7,Male,PhD,Divorced,Craftsman,Own,Rural,2,0,Both,VIP,Brand_B,1816.415427
8202,51.87365625,33243.91658,55,Male,PhD,Single,Professional,Rent,Suburban,4,2,Both,Basic,Brand_A,8653.675974
8203,31.39486974,67796.74068,99,Female,Master,Single,Professional,Own,Rural,0,1,Online,Basic,Brand_B,2006.346407
8204,40.49187834,62560.27557,61,Female,Master,Divorced,Service,Rent,Suburban,3,1,Both,Premium,Brand_B,5218.575608
8205,15.66082923,68082.6728,57,Male,Master,Married,Others,Rent,Urban,2,0,Online,Basic,Brand_A,7203.207737
8206,28.33308625,58348.31855,83,Male,High School,Divorced,Craftsman,Rent,Urban,1,1,Both,Basic,Brand_A,6232.457575
8207,33.94395963,80804.57992,51,Male,High School,Divorced,Clerical,Mortgage,Rural,1,2,Online,VIP,Brand_A,5592.062101
8208,28.78929997,49578.98275,4,Female,Master,Married,Professional,Own,Suburban,0,0,Online,Premium,Brand_B,4878.200927
8209,36.59965425,54726.94022,5,Female,High School,Married,Service,Mortgage,Rural,4,0,In-store,Basic,Brand_B,5999.895397
8210,52.94606399,55747.17117,71,Male,Master,Divorced,Sales,Rent,Urban,0,1,Both,Basic,Brand_A,5178.803295
8211,26.57448815,66537.66696,53,Female,Master,Divorced,Sales,Mortgage,Suburban,3,2,In-store,Premium,Brand_A,3346.719326
8212,31.46796371,95330.58466,19,Male,Master,Married,Clerical,Own,Rural,3,1,Both,Basic,Brand_A,4915.0584
8213,53.75441964,59945.74556,62,Female,Bachelor,Married,Clerical,Own,Urban,2,2,Online,VIP,Brand_C,4663.367859
8214,33.70866163,61429.07115,91,Male,PhD,Single,Others,Rent,Suburban,4,2,Online,Basic,Brand_B,6726.37172
8215,42.12095368,50704.70217,71,Female,PhD,Single,Clerical,Mortgage,Urban,0,0,Online,VIP,Brand_B,7076.064824
8216,38.75310927,56044.20103,62,Female,Bachelor,Divorced,Professional,Own,Suburban,1,2,Online,Basic,Brand_A,5528.338664
8217,35.80091626,73611.87994,57,Male,Bachelor,Married,Professional,Own,Rural,0,2,In-store,Premium,Brand_C,3421.714361
8218,48.94876321,46417.00757,82,Female,Master,Single,Executive,Rent,Urban,1,1,Online,Basic,Brand_B,7067.249153
8219,17.37832041,67782.031,71,Female,Master,Single,Service,Rent,Suburban,1,1,In-store,Basic,Brand_B,4689.559647
8220,31.76143488,88956.9567,82,Female,Bachelor,Divorced,Professional,Rent,Urban,1,2,Online,VIP,Brand_B,7499.821388
8221,32.25502804,61389.27848,99,Male,High School,Single,Others,Mortgage,Rural,0,1,In-store,Basic,Brand_A,5694.339232
8222,15.5308562,39293.43356,52,Female,PhD,Married,Craftsman,Mortgage,Rural,4,0,Online,Basic,Brand_A,5490.442835
8223,25.27256589,42695.16726,87,Female,PhD,Divorced,Sales,Mortgage,Urban,3,1,Online,Premium,Brand_A,5385.82917
8224,34.78486763,102297.5772,2,Male,High School,Single,Executive,Rent,Suburban,2,1,Both,VIP,Brand_C,6007.695473
8225,37.53107825,53008.53453,99,Male,PhD,Divorced,Executive,Own,Rural,4,1,Both,Basic,Brand_B,5703.230388
8226,43.28757502,42977.79008,56,Female,Bachelor,Married,Service,Own,Suburban,4,2,In-store,Premium,Brand_B,5481.17635
8227,22.98722806,60048.50044,78,Female,Bachelor,Divorced,Others,Own,Urban,4,0,Online,VIP,Brand_B,4834.891931
8228,15.75328548,51783.89597,33,Female,PhD,Single,Professional,Rent,Rural,4,2,In-store,VIP,Brand_B,9045.333921
8229,48.08031148,88158.19426,57,Female,PhD,Divorced,Others,Mortgage,Urban,2,2,Online,Basic,Brand_C,4242.572344
8230,27.63731227,65684.24846,70,Female,Bachelor,Married,Executive,Own,Suburban,1,2,In-store,Premium,Brand_C,7905.911126
8231,32.82685541,93682.1351,29,Male,Master,Single,Professional,Own,Suburban,1,2,Online,VIP,Brand_C,3646.708558
8232,33.95853485,24103.46116,92,Male,High School,Married,Others,Mortgage,Suburban,1,1,Both,Premium,Brand_C,7490.538789
8233,24.85891036,71924.85354,91,Female,PhD,Divorced,Technician,Mortgage,Urban,1,2,Both,Premium,Brand_C,5785.164082
8234,35.79728234,92496.03703,64,Male,High School,Single,Clerical,Own,Rural,2,1,Both,VIP,Brand_C,4307.143305
8235,30.26401816,36823.1336,53,Male,Master,Single,Service,Own,Rural,1,1,Online,Basic,Brand_C,8002.405805
8236,28.86236375,72588.68861,40,Male,High School,Divorced,Technician,Own,Urban,4,0,Online,VIP,Brand_A,5593.034961
8237,35.9893028,69966.09884,58,Female,Master,Divorced,Others,Mortgage,Rural,2,1,In-store,Premium,Brand_A,4107.293448
8238,22.83895474,51669.46751,35,Male,Master,Single,Professional,Mortgage,Urban,4,1,In-store,Premium,Brand_C,4681.560642
8239,32.48290608,50810.65893,7,Male,Bachelor,Married,Professional,Rent,Suburban,3,0,In-store,Premium,Brand_C,6859.43269
8240,30.93092785,55054.87318,97,Male,Bachelor,Single,Technician,Rent,Rural,1,1,In-store,Premium,Brand_B,6207.05083
8241,25.77388147,58889.32229,6,Male,Bachelor,Single,Sales,Rent,Suburban,1,1,Both,Premium,Brand_A,7235.387366
8242,26.4192304,80043.48031,25,Male,Bachelor,Divorced,Sales,Mortgage,Suburban,1,0,In-store,Basic,Brand_A,1976.732916
8243,21.59213069,68719.07336,72,Male,High School,Married,Others,Rent,Urban,3,1,Both,VIP,Brand_B,4362.196919
8244,12.2792803,117563.4982,93,Female,Bachelor,Married,Executive,Own,Suburban,0,2,In-store,Basic,Brand_A,4806.505265
8245,38.15842888,49223.81484,55,Female,Bachelor,Single,Clerical,Rent,Urban,2,2,Online,Basic,Brand_B,4545.002451
8246,26.97467186,65403.60745,92,Male,Bachelor,Married,Clerical,Own,Suburban,3,0,Online,Basic,Brand_B,5200.4743
8247,40.94766954,89632.99132,36,Female,PhD,Married,Clerical,Rent,Rural,3,2,Both,Basic,Brand_C,5556.943024
8248,46.10224385,71778.95853,45,Female,Bachelor,Divorced,Craftsman,Rent,Rural,2,2,Both,VIP,Brand_A,4703.415471
8249,57.19531105,77291.33581,3,Male,Master,Married,Service,Mortgage,Urban,0,1,Both,Basic,Brand_B,3298.750581
8250,32.64223702,70246.21431,21,Male,High School,Divorced,Clerical,Mortgage,Rural,1,0,Both,VIP,Brand_A,8624.40511
8251,38.04847281,66700.33209,94,Male,PhD,Single,Service,Own,Suburban,3,0,Both,VIP,Brand_B,2050.179125
8252,51.64270722,68494.0743,43,Female,Master,Divorced,Technician,Rent,Suburban,1,0,Online,Basic,Brand_A,8690.008738
8253,31.43967442,67008.40791,52,Female,Bachelor,Married,Craftsman,Mortgage,Rural,0,0,Online,VIP,Brand_B,3352.405293
8254,35.82855456,61573.78173,91,Female,High School,Divorced,Others,Mortgage,Urban,4,2,Online,Premium,Brand_A,5448.057065
8255,23.12567705,61176.17313,60,Female,High School,Single,Craftsman,Rent,Suburban,3,0,In-store,VIP,Brand_A,10647.05079
8256,40.35591519,86374.54551,64,Male,PhD,Divorced,Sales,Rent,Urban,1,1,In-store,Basic,Brand_A,5061.080703
8257,20.4989988,61925.03868,34,Male,PhD,Single,Professional,Mortgage,Suburban,3,2,Both,Premium,Brand_B,7717.55402
8258,36.28021513,91120.51425,18,Female,Master,Divorced,Sales,Own,Urban,4,1,In-store,Premium,Brand_B,3362.642169
8259,40.00214479,66377.04488,17,Female,High School,Divorced,Sales,Mortgage,Urban,0,0,Online,Basic,Brand_A,4227.816585
8260,48.41554274,20856.66482,49,Male,Bachelor,Divorced,Professional,Rent,Rural,0,0,Both,VIP,Brand_B,6134.175525
8261,40.91258462,48135.24832,98,Female,Bachelor,Divorced,Clerical,Own,Suburban,2,0,Online,VIP,Brand_C,8308.831263
8262,34.80366043,47294.04085,32,Male,Bachelor,Single,Sales,Mortgage,Suburban,4,0,Online,Basic,Brand_A,4405.82938
8263,32.88389244,31721.34751,82,Male,PhD,Divorced,Executive,Mortgage,Suburban,2,1,In-store,Basic,Brand_A,2842.363288
8264,18.31696307,19023.33369,97,Female,PhD,Single,Clerical,Rent,Rural,4,1,In-store,Basic,Brand_C,1252.955743
8265,11.17672334,71882.54534,7,Male,PhD,Single,Service,Own,Suburban,1,0,Online,Premium,Brand_C,5178.748494
8266,37.77362079,63994.42091,47,Male,PhD,Married,Clerical,Rent,Urban,1,0,In-store,Premium,Brand_C,7999.180101
8267,29.44975819,43486.86437,40,Male,PhD,Married,Clerical,Rent,Urban,2,2,In-store,VIP,Brand_A,5928.420383
8268,34.08740274,48859.82443,40,Male,Master,Divorced,Others,Mortgage,Urban,4,0,In-store,Basic,Brand_C,1724.38132
8269,37.77430886,100907.9848,6,Female,PhD,Single,Professional,Rent,Urban,2,2,Online,Basic,Brand_C,4097.523386
8270,42.05656386,50707.36278,9,Male,High School,Divorced,Professional,Mortgage,Urban,0,1,In-store,VIP,Brand_C,2535.670016
8271,44.80348274,80444.84608,97,Male,PhD,Married,Craftsman,Mortgage,Rural,3,0,In-store,Premium,Brand_A,5993.159561
8272,46.98233461,47254.90878,16,Female,Master,Married,Craftsman,Own,Urban,1,2,In-store,Premium,Brand_C,7668.259058
8273,46.18310405,54780.01393,62,Male,PhD,Divorced,Service,Own,Urban,3,2,In-store,Premium,Brand_B,5878.402814
8274,19.00124417,58152.88303,15,Male,Bachelor,Single,Service,Own,Urban,3,1,Online,Basic,Brand_C,1672.126565
8275,38.58619856,61036.88309,73,Female,Bachelor,Married,Executive,Rent,Suburban,1,2,Online,Basic,Brand_A,7565.611303
8276,47.63070102,79853.89531,26,Female,Bachelor,Single,Professional,Own,Suburban,0,2,Online,VIP,Brand_C,6721.651582
8277,35.46058076,86913.66182,39,Male,Bachelor,Married,Clerical,Mortgage,Rural,3,1,Online,Basic,Brand_C,5562.008197
8278,42.44288599,42659.7011,35,Female,High School,Single,Others,Mortgage,Urban,1,1,In-store,Premium,Brand_A,6530.745896
8279,45.60868853,60575.55318,8,Male,Master,Married,Technician,Own,Rural,0,1,In-store,Basic,Brand_C,4423.748606
8280,41.96549374,74731.40778,43,Male,Bachelor,Married,Technician,Mortgage,Urban,2,2,Online,Premium,Brand_C,4694.793995
8281,39.61023723,48454.71454,71,Male,Master,Divorced,Others,Own,Rural,1,0,Both,VIP,Brand_B,2245.215347
8282,46.16211029,83043.01218,8,Male,Bachelor,Married,Clerical,Own,Suburban,0,0,Both,Basic,Brand_C,4645.881369
8283,59.67060227,18463.56589,86,Female,High School,Single,Craftsman,Mortgage,Suburban,4,0,Online,Basic,Brand_B,3029.926381
8284,28.10212093,103906.8753,35,Female,Bachelor,Divorced,Craftsman,Mortgage,Urban,2,0,In-store,VIP,Brand_A,5580.436319
8285,30.46005178,30914.65719,20,Male,Master,Single,Technician,Mortgage,Urban,1,0,Both,Basic,Brand_B,7422.917717
8286,38.49795094,56764.61604,3,Female,Master,Single,Sales,Rent,Urban,2,1,Both,VIP,Brand_C,79.9581018
8287,39.73564826,49612.61619,57,Female,PhD,Single,Craftsman,Rent,Rural,3,0,Online,Premium,Brand_A,3227.173189
8288,16.39844525,50533.46945,6,Male,PhD,Divorced,Others,Own,Suburban,3,1,In-store,Premium,Brand_A,2741.611959
8289,27.91668016,39689.15776,88,Male,PhD,Married,Executive,Mortgage,Rural,3,2,Both,Basic,Brand_C,3812.866569
8290,52.62546253,50889.97786,36,Male,Bachelor,Married,Service,Own,Urban,4,2,Both,VIP,Brand_C,7609.766385
8291,38.71885533,81777.46047,18,Female,Master,Married,Others,Rent,Rural,2,1,Online,Basic,Brand_C,2899.62368
8292,41.11170853,24260.8475,58,Female,PhD,Married,Technician,Own,Urban,2,1,Both,VIP,Brand_C,7095.945561
8293,34.74330632,113697.1576,48,Female,Master,Divorced,Service,Rent,Rural,3,2,In-store,Premium,Brand_C,10322.72059
8294,27.99098602,43965.70011,22,Female,High School,Divorced,Craftsman,Mortgage,Urban,3,0,In-store,VIP,Brand_B,3467.973818
8295,35.99332156,42926.11171,64,Male,High School,Single,Others,Rent,Suburban,1,1,Both,Basic,Brand_C,4394.625804
8296,43.49079054,40101.53503,26,Female,PhD,Married,Technician,Rent,Rural,1,1,Both,Basic,Brand_C,7598.077276
8297,37.14510784,60344.72711,99,Female,Master,Married,Others,Mortgage,Rural,0,2,In-store,VIP,Brand_A,31.01643458
8298,31.03815758,53770.25692,75,Male,PhD,Married,Clerical,Own,Urban,1,2,Online,Premium,Brand_C,4795.94493
8299,43.28259192,69598.2326,38,Female,High School,Married,Service,Own,Suburban,1,2,Both,VIP,Brand_B,4689.869081
8300,31.16776283,50263.34153,20,Female,Master,Single,Clerical,Mortgage,Urban,3,2,In-store,Basic,Brand_B,6874.142506
8301,35.70333605,69452.4904,45,Male,Master,Divorced,Technician,Rent,Urban,0,1,In-store,VIP,Brand_A,5295.036241
8302,48.43288688,78134.37805,37,Male,High School,Divorced,Clerical,Own,Suburban,4,2,Both,Premium,Brand_A,4130.467695
8303,24.59201514,74270.80109,100,Male,Master,Divorced,Sales,Mortgage,Urban,3,2,In-store,Premium,Brand_B,6847.422741
8304,33.77168113,62622.95377,42,Female,PhD,Divorced,Executive,Rent,Urban,2,0,Both,VIP,Brand_B,6086.125837
8305,34.27626866,75829.12634,52,Male,Bachelor,Married,Executive,Rent,Urban,4,0,Both,VIP,Brand_A,3344.422892
8306,47.34433742,90472.17443,99,Male,Bachelor,Divorced,Executive,Own,Urban,4,0,Both,VIP,Brand_B,5680.481847
8307,38.9950754,36741.35301,86,Female,PhD,Divorced,Others,Rent,Rural,3,0,Online,VIP,Brand_B,3384.079768
8308,42.80092244,57180.32425,30,Male,Master,Married,Craftsman,Rent,Rural,4,0,Online,Basic,Brand_B,3941.798986
8309,45.85699907,56602.73807,3,Male,PhD,Single,Sales,Mortgage,Rural,0,2,Both,Premium,Brand_C,5335.574008
8310,37.1542643,45011.86051,48,Male,Master,Married,Craftsman,Mortgage,Urban,0,0,Both,Basic,Brand_B,5233.839732
8311,39.73395218,67670.30879,33,Female,Master,Married,Sales,Own,Rural,3,0,Both,VIP,Brand_A,787.6586283
8312,22.63774406,98958.2609,6,Male,Bachelor,Married,Sales,Mortgage,Urban,1,1,In-store,Premium,Brand_B,678.0665676
8313,40.19044137,61956.09961,74,Male,Bachelor,Married,Professional,Rent,Urban,4,1,In-store,Basic,Brand_C,3342.210974
8314,24.40999277,55181.1844,71,Female,PhD,Married,Clerical,Rent,Rural,2,2,Online,Premium,Brand_B,6591.363871
8315,38.22516553,66357.34348,85,Female,High School,Single,Sales,Own,Suburban,3,1,Online,Basic,Brand_B,3361.192948
8316,11.37587907,84478.96413,40,Male,High School,Married,Executive,Mortgage,Suburban,1,1,Online,Premium,Brand_A,6304.122665
8317,42.65042045,43630.89711,51,Female,PhD,Divorced,Craftsman,Rent,Suburban,2,1,Both,Basic,Brand_A,4037.904745
8318,31.81134818,43297.21021,3,Female,Bachelor,Single,Others,Own,Suburban,4,1,Both,Basic,Brand_A,3022.730484
8319,36.09294009,37762.95485,88,Female,Bachelor,Single,Craftsman,Rent,Suburban,3,2,In-store,Premium,Brand_B,5380.143343
8320,19.84397481,70050.22214,52,Female,PhD,Single,Craftsman,Rent,Urban,0,0,In-store,VIP,Brand_B,5231.513367
8321,44.69447482,58778.72201,62,Male,PhD,Divorced,Clerical,Rent,Rural,4,0,Both,Premium,Brand_A,2190.170026
8322,23.47586605,23213.69962,65,Female,Master,Married,Technician,Mortgage,Rural,1,1,Online,Premium,Brand_B,2424.804446
8323,35.93404347,75704.6945,2,Male,PhD,Divorced,Professional,Mortgage,Rural,4,2,In-store,VIP,Brand_B,6168.49715
8324,36.39715011,78004.16613,57,Male,Master,Single,Professional,Rent,Urban,1,2,In-store,Basic,Brand_C,3260.563897
8325,40.13080143,60019.97963,4,Male,High School,Single,Executive,Mortgage,Suburban,0,0,Both,Basic,Brand_B,6139.249352
8326,43.73369382,61119.44789,87,Male,Bachelor,Divorced,Service,Mortgage,Suburban,4,1,Online,Premium,Brand_A,6954.913894
8327,45.83599753,59106.35157,2,Female,PhD,Married,Craftsman,Own,Suburban,4,0,In-store,Basic,Brand_B,6502.98313
8328,30.34114102,66151.92855,1,Male,Bachelor,Single,Others,Mortgage,Suburban,0,1,Online,Premium,Brand_C,4816.15738
8329,40.46399678,52485.0061,84,Male,PhD,Single,Executive,Own,Urban,0,2,Online,Basic,Brand_A,610.8856595
8330,35.36649344,94254.90896,13,Female,PhD,Divorced,Service,Rent,Urban,0,1,Both,VIP,Brand_B,3553.217465
8331,28.66699662,63191.80016,92,Female,Master,Married,Others,Mortgage,Rural,3,0,Online,Premium,Brand_C,5508.09194
8332,36.82966044,41767.34487,72,Female,PhD,Divorced,Clerical,Rent,Rural,3,0,In-store,VIP,Brand_B,3409.446502
8333,38.18761039,49329.06444,48,Male,High School,Single,Others,Own,Suburban,4,0,Online,VIP,Brand_B,5058.419884
8334,34.67999593,55102.25181,10,Male,High School,Divorced,Technician,Mortgage,Suburban,0,2,In-store,Basic,Brand_B,5668.487053
8335,36.50474275,42384.003,85,Female,Bachelor,Married,Technician,Own,Urban,0,1,In-store,VIP,Brand_C,6459.109421
8336,22.85378887,45814.12681,51,Female,Master,Divorced,Executive,Own,Rural,2,1,Both,VIP,Brand_A,7039.547465
8337,32.31115669,51139.27341,41,Female,High School,Married,Others,Own,Urban,2,0,In-store,VIP,Brand_C,4452.181729
8338,37.10428801,46786.55709,22,Female,Master,Married,Executive,Rent,Urban,0,2,Online,Basic,Brand_C,4920.950631
8339,17.29120578,46545.56739,42,Female,PhD,Married,Others,Mortgage,Urban,4,1,Both,Basic,Brand_A,2687.606584
8340,41.48471036,70026.7104,88,Female,Bachelor,Divorced,Craftsman,Rent,Urban,2,1,In-store,Premium,Brand_C,861.876235
8341,47.50980855,65665.86632,71,Male,PhD,Married,Clerical,Rent,Suburban,4,1,Both,VIP,Brand_C,4301.190589
8342,20.16138521,74019.04489,61,Male,PhD,Married,Sales,Own,Urban,4,1,Both,VIP,Brand_C,3141.708144
8343,45.67566955,67727.71877,61,Male,Bachelor,Single,Craftsman,Own,Rural,1,1,Online,VIP,Brand_B,5367.306366
8344,46.06270426,26677.98677,72,Female,Master,Single,Executive,Rent,Urban,1,1,Online,Basic,Brand_C,6259.205893
8345,41.02826474,81085.18128,31,Female,High School,Single,Craftsman,Mortgage,Rural,4,0,Online,Premium,Brand_A,4518.010033
8346,32.68658751,82159.3776,50,Male,Bachelor,Single,Technician,Own,Urban,4,0,Both,Basic,Brand_B,6508.703354
8347,30.68969492,62330.59516,15,Male,Master,Married,Others,Mortgage,Suburban,0,1,In-store,VIP,Brand_B,4561.173425
8348,49.38338409,33251.49536,8,Male,Bachelor,Married,Executive,Mortgage,Suburban,2,2,Both,Basic,Brand_C,3221.90921
8349,28.6687715,56272.447,61,Female,Master,Married,Executive,Rent,Rural,1,2,In-store,Premium,Brand_C,4586.869237
8350,49.96518847,44746.26133,40,Male,Bachelor,Divorced,Sales,Own,Rural,2,2,Both,VIP,Brand_B,4870.641015
8351,39.5355817,44431.70317,97,Female,Bachelor,Single,Professional,Own,Suburban,3,2,In-store,Premium,Brand_A,5039.532351
8352,19.97229983,92767.47036,69,Female,PhD,Single,Service,Mortgage,Suburban,0,0,Online,VIP,Brand_C,8153.194911
